ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U2512,isotope,SIS2656,BISCU2,84,BISCU2-84,NA,collected,N,NA,NA
U2513,isotope,SIS2657,BISPI2,100,BISPI2-100,NA,collected,N,NA,NA
U2514,isotope,SIS2658,BISPI2,98,BISPI2-98,NA,collected,N,NA,NA
U2515,isotope,SIS2659,BISPI2,96,BISPI2-96,NA,collected,N,NA,NA
U2516,isotope,SIS2660,BISPI2,94,BISPI2-94,NA,collected,N,NA,NA
U2517,isotope,SIS2661,BISPI2,92,BISPI2-92,NA,collected,N,NA,NA
U2518,isotope,SIS2662,BISPI2,89,BISPI2-89,NA,collected,N,NA,NA
U2519,isotope,SIS2663,BISPI2,87,BISPI2-87,NA,collected,N,NA,NA
U2520,isotope,SIS2664,BISPI2,85,BISPI2-85,NA,collected,N,NA,NA
U2521,isotope,SIS2724,BISPI2,67,BISPI2-67,NA,collected,N,NA,NA
U2522,isotope,SIS2725,BISPI2,65,BISPI2-65,NA,collected,N,NA,NA
U2523,isotope,SIS2726,BISPI2,63,BISPI2-63,NA,collected,N,NA,NA
U2524,isotope,SIS2750,BISPI2,61,BISPI2-61,NA,collected,N,NA,NA
U2525,isotope,SIS2751,BISPI2,60,BISPI2-60,NA,collected,N,NA,NA
U2526,isotope,SIS2752,BISPI2,58,BISPI2-58,NA,collected,N,NA,NA
U2527,isotope,SIS2753,BISPI3,100,BISPI3-100,NA,collected,N,NA,NA
U2528,isotope,SIS2754,BISPI3,98,BISPI3-98,NA,collected,N,NA,NA
U2529,isotope,SIS2755,BISPI3,96,BISPI3-96,NA,collected,N,NA,NA
U2530,isotope,SIS2756,BISPI3,94,BISPI3-94,NA,collected,N,NA,NA
U2531,isotope,SIS2757,BISPI3,92,BISPI3-92,NA,collected,N,NA,NA
U2532,isotope,SIS2758,BISPI3,89,BISPI3-89,NA,collected,N,NA,NA
U2533,isotope,SIS2759,BISPI3,87,BISPI3-87,NA,collected,N,NA,NA
U2534,isotope,SIS2895,BISCO4,12,BISCO4-12,NA,collected,N,NA,NA
U2535,isotope,SIS2896,BISCO4,14,BISCO4-14,NA,collected,N,NA,NA
U2536,isotope,SIS2897,BISPI4,100,BISPI4-100,NA,collected,N,NA,NA
U2537,isotope,SIS2898,BISPI4,98,BISPI4-98,NA,collected,N,NA,NA
U2538,isotope,SIS2949,BISPI4,96,BISPI4-96,NA,collected,N,NA,NA
U2539,isotope,SIS2950,BISPI4,94,BISPI4-94,NA,collected,N,NA,NA
U2540,isotope,SIS2951,BISPI4,92,BISPI4-92,NA,collected,N,NA,NA
U2541,isotope,SIS2952,BISPI4,88,BISPI4-88,NA,collected,N,NA,NA
U2542,isotope,SIS2986,BISCU2,80,BISCU2-80,NA,collected,N,NA,NA
U2543,isotope,SIS2987,BISCU2,78,BISCU2-78,NA,collected,N,NA,NA
U2544,isotope,SIS2988,BISCU2,76,BISCU2-76,NA,collected,N,NA,NA
U2545,isotope,SIS3027,BISCU2,74,BISCU2-74,NA,collected,N,NA,NA
U2546,isotope,SIS3028,BISCU2,72,BISCU2-72,Slightly thawed,collected,N,NA,NA
U2547,isotope,SIS3029,BISCU2,69,BISCU2-69,NA,collected,N,NA,NA
U2548,isotope,SIS3030,BISCU2,67,BISCU2-67,NA,collected,N,NA,NA
U2549,isotope,SIS3068,BISHE1,100,BISHE1-100,NA,collected,N,NA,NA
U2550,isotope,SIS3069,BISHE1,98,BISHE1-98,NA,collected,N,NA,NA
U2551,isotope,SIS3170,BISPI5,100,BISPI5-100,NA,collected,N,NA,NA
U2552,isotope,SIS3171,BISPI5,98,BISPI5-98,NA,collected,N,NA,NA
U2553,isotope,SIS3172,BISPI5,96,BISPI5-96,NA,collected,N,NA,NA
U2554,isotope,SIS3173,BISPI5,94,BISPI5-94,NA,collected,N,NA,NA
U2555,isotope,SIS3174,BISPI5,92,BISPI5-92,NA,collected,N,NA,NA
U2601,isotope,SIS2390,BISSO43,1,BISSO43-1,NA,collected,N,NA,NA
U2602,isotope,SIS2391,BISSO43,3,BISSO43-3,NA,collected,N,NA,NA
U2603,isotope,SIS2400,BISSO43,5,BISSO43-5,NA,collected,N,NA,NA
U2604,isotope,SIS2401,BISSO43,7,BISSO43-7,NA,collected,N,NA,NA
U2605,isotope,SIS2402,BISSO43,9,BISSO43-9,NA,collected,N,NA,NA
U2606,isotope,SIS2403,BISSO43,12,BISSO43-12,NA,collected,N,NA,NA
U2607,isotope,SIS2418,BISSO43,14,BISSO43-14,NA,collected,N,NA,NA
U2608,isotope,SIS2419,BISSO43,16,BISSO43-16,NA,collected,N,NA,NA
U2609,isotope,SIS2420,BISSO43,18,BISSO43-18,NA,collected,N,NA,NA
U2610,isotope,SIS2421,BISSO43,20,BISSO43-20,NA,collected,N,NA,NA
U2611,isotope,SIS2422,BISSO43,21,BISSO43-21,NA,collected,N,NA,NA
U2612,isotope,SIS2450,BISSO43,23,BISSO43-23,NA,collected,N,NA,NA
U2613,isotope,SIS2451,BISSO43,25,BISSO43-25,NA,collected,N,NA,NA
U2614,isotope,SIS2452,BISSO43,27,BISSO43-27,NA,collected,N,NA,NA
U2615,isotope,SIS2453,BISSO43,29,BISSO43-29,NA,collected,N,NA,NA
U2616,isotope,SIS2454,BISSO43,32,BISSO43-32,NA,collected,N,NA,NA
U2617,isotope,SIS2463,BISSO43,34,BISSO43-34,NA,collected,N,NA,NA
U2618,isotope,SIS2464,BISSO43,36,BISSO43-36,NA,collected,N,NA,NA
U2619,isotope,SIS2465,BISSO43,38,BISSO43-38,NA,collected,N,NA,NA
U2620,isotope,SIS2466,BISSO43,40,BISSO43-40,NA,collected,N,NA,NA
U2621,isotope,SIS2488,BISSO43,41,BISSO43-41,NA,collected,N,NA,NA
U2622,isotope,SIS2489,BISSO43,43,BISSO43-43,NA,collected,N,NA,NA
U2623,isotope,SIS2490,BISSO43,45,BISSO43-45,NA,collected,N,NA,NA
U2624,isotope,SIS2491,BISSO43,47,BISSO43-47,NA,collected,N,NA,NA
U2625,isotope,SIS2602,BISCU2,100,BISCU2-100,NA,collected,N,NA,NA
U2626,isotope,SIS2603,BISCU2,98,BISCU2-98,NA,collected,N,NA,NA
U2627,isotope,SIS2604,BISCU2,96,BISCU2-96,NA,collected,N,NA,NA
U2628,isotope,SIS2606,BISCU2,94,BISCU2-94,NA,collected,N,NA,NA
U2629,isotope,SIS2607,BISCU2,92,BISCU2-92,NA,collected,N,NA,NA
U2630,isotope,SIS2608,BISCU2,88,BISCU2-88,NA,collected,N,NA,NA
U2631,isotope,SIS2609,BISCU2,86,BISCU2-86,NA,collected,N,NA,NA
U2632,isotope,SIS2615,BISCU2,20,BISCU2-20,NA,collected,N,NA,NA
U2633,isotope,SIS2616,BISCU2,21,BISCU2-21,NA,collected,N,NA,NA
U2634,isotope,SIS2617,BISCU2,23,BISCU2-23,NA,collected,N,NA,NA
U2635,isotope,SIS2618,BISCU2,25,BISCU2-25,NA,collected,N,NA,NA
U2636,isotope,SIS2699,BISCU4,92,BISCU4-92,NA,collected,N,NA,NA
U2637,isotope,SIS2709,BISPI2,83,BISPI2-83,NA,collected,N,NA,NA
U2638,isotope,SIS2710,BISPI2,81,BISPI2-81,NA,collected,N,NA,NA
U2639,isotope,SIS2711,BISPI2,80,BISPI2-80,NA,collected,N,NA,NA
U2640,isotope,SIS2712,BISPI2,78,BISPI2-78,Fish fell on floor,collected,N,NA,NA
U2641,isotope,SIS2713,BISPI2,76,BISPI2-76,NA,collected,N,NA,NA
U2642,isotope,SIS2721,BISPI2,74,BISPI2-74,NA,collected,N,NA,NA
U2643,isotope,SIS2722,BISPI2,72,BISPI2-72,NA,collected,N,NA,NA
U2644,isotope,SIS2723,BISPI2,69,BISPI2-69,NA,collected,N,NA,NA
U2645,isotope,SIS2727,BISCO3,1,BISCO3-1,NA,collected,N,NA,NA
U2646,isotope,SIS2728,BISCO3,3,BISCO3-3,NA,collected,N,NA,NA
U2647,isotope,SIS2737,BISCO3,5,BISCO3-5,NA,collected,N,NA,NA
U2648,isotope,SIS2760,BISCO3,7,BISCO3-7,NA,collected,N,NA,NA
U2649,isotope,SIS2761,BISCO3,9,BISCO3-9,NA,collected,N,NA,NA
U2650,isotope,SIS2762,BISCO3,12,BISCO3-12,NA,collected,N,NA,NA
U2651,isotope,SIS2763,BISCO3,14,BISCO3-14,NA,collected,N,NA,NA
U2652,isotope,SIS2822,BISCO3,16,BISCO3-16,NA,collected,N,NA,NA
U2653,isotope,SIS2823,BISCO3,18,BISCO3-18,NA,collected,N,NA,NA
U2654,isotope,SIS2824,BISCO4,1,BISCO4-1,NA,collected,N,NA,NA
U2655,isotope,SIS2825,BISCO4,3,BISCO4-3,NA,collected,N,NA,NA
U2656,isotope,SIS2845,BISCO4,5,BISCO4-5,NA,collected,N,NA,NA
U2657,isotope,SIS2846,BISCO4,7,BISCO4-7,NA,collected,N,NA,NA
U2658,isotope,SIS2856,BISPI3,85,BISPI3-85,NA,collected,N,NA,NA
U2659,isotope,SIS2857,BISPI3,83,BISPI3-83,NA,collected,N,NA,NA
U2660,isotope,SIS2909,BISCU5,100,BISCU5-100,NA,collected,N,NA,NA
U2661,isotope,SIS2910,BISCU5,98,BISCU5-98,NA,collected,N,NA,NA
U2662,isotope,SIS2911,BISCU5,96,BISCU5-96,NA,collected,N,NA,NA
U2663,isotope,SIS2912,BISCU5,94,BISCU5-94,NA,collected,N,NA,NA
U2664,isotope,SIS2913,BISCU5,92,BISCU5-92,NA,collected,N,NA,NA
U2665,isotope,SIS2914,BISCU5,89,BISCU5-89,NA,collected,N,NA,NA
U2666,isotope,SIS2989,BISCU2,83,BISCU2-83,NA,collected,N,NA,NA
U2667,isotope,SIS2990,BISCU2,81,BISCU2-81,NA,collected,N,NA,NA
U2668,isotope,SIS3045,BISHE2,100,BISHE2-100,NA,collected,N,NA,NA
U2669,isotope,SIS3046,BISHE2,98,BISHE2-98,NA,collected,N,NA,NA
U2701,isotope,SIS2404,BISSO45,1,BISSO45-1,NA,collected,N,NA,NA
U2702,isotope,SIS2405,BISSO45,3,BISSO45-3,NA,collected,N,NA,NA
U2703,isotope,SIS2406,BISSO45,5,BISSO45-5,NA,collected,N,NA,NA
U2704,isotope,SIS2407,BISSO45,7,BISSO45-7,NA,collected,N,NA,NA
U2705,isotope,SIS2408,BISSO45,9,BISSO45-9,NA,collected,N,NA,NA
U2706,isotope,SIS2409,BISSO45,12,BISSO45-12,NA,collected,N,NA,NA
U2707,isotope,SIS2410,BISSO45,14,BISSO45-14,NA,collected,N,NA,NA
U2708,isotope,SIS2423,BISSO45,16,BISSO45-16,NA,collected,N,NA,NA
U2709,isotope,SIS2424,BISSO45,18,BISSO45-18,NA,collected,N,NA,NA
U2710,isotope,SIS2425,BISSO45,20,BISSO45-20,NA,collected,N,NA,NA
U2711,isotope,SIS2426,BISSO45,21,BISSO45-21,NA,collected,N,NA,NA
U2712,isotope,SIS2427,BISSO45,23,BISSO45-23,NA,collected,N,NA,NA
U2713,isotope,SIS2428,BISSO45,25,BISSO45-25,NA,collected,N,NA,NA
U2714,isotope,SIS2429,BISSO45,27,BISSO45-27,NA,collected,N,NA,NA
U2715,isotope,SIS2430,BISSO45,29,BISSO45-29,NA,collected,N,NA,NA
U2716,isotope,SIS2431,BISSO45,32,BISSO45-32,NA,collected,N,NA,NA
U2717,isotope,SIS2433,BISSO45,34,BISSO45-34,NA,collected,N,NA,NA
U2718,isotope,SIS2434,BISSO45,36,BISSO45-36,NA,collected,N,NA,NA
U2719,isotope,SIS2435,BISSO45,38,BISSO45-38,NA,collected,N,NA,NA
U2720,isotope,SIS2436,BISSO45,40,BISSO45-40,NA,collected,N,NA,NA
U2721,isotope,SIS2437,BISSO45,41,BISSO45-41,NA,collected,N,NA,NA
U2722,isotope,SIS2438,BISSO45,43,BISSO45-43,NA,collected,N,NA,NA
U2723,isotope,SIS2439,BISSO45,45,BISSO45-45,NA,collected,N,NA,NA
U2724,isotope,SIS2440,BISSO45,47,BISSO45-47,NA,collected,N,NA,NA
U2725,isotope,SIS2441,BISSO45,49,BISSO45-49,NA,collected,N,NA,NA
U2726,isotope,SIS2442,BISSO45,52,BISSO45-52,NA,collected,N,NA,NA
U2727,isotope,SIS2443,BISSO45,54,BISSO45-54,NA,collected,N,NA,NA
U2728,isotope,SIS2444,BISSO45,56,BISSO45-56,NA,collected,N,NA,NA
U2729,isotope,SIS2445,BISSO45,58,BISSO45-58,NA,collected,N,NA,NA
U2730,isotope,SIS2446,BISSO45,60,BISSO45-60,NA,collected,N,NA,NA
U2731,isotope,SIS2447,BISSO45,61,BISSO45-61,NA,collected,N,NA,NA
U2732,isotope,SIS2448,BISSO45,63,BISSO45-63,NA,collected,N,NA,NA
U2733,isotope,SIS2449,BISSO45,65,BISSO45-65,NA,collected,N,NA,NA
U2734,isotope,SIS2455,BISSO45,67,BISSO45-67,NA,collected,N,NA,NA
U2735,isotope,SIS2456,BISSO45,69,BISSO45-69,NA,collected,N,NA,NA
U2736,isotope,SIS2457,BISSO45,72,BISSO45-72,NA,collected,N,NA,NA
U2737,isotope,SIS2458,BISSO45,74,BISSO45-74,NA,collected,N,NA,NA
U2738,isotope,SIS2459,BISSO45,76,BISSO45-76,NA,collected,N,NA,NA
U2739,isotope,SIS2460,BISSO45,78,BISSO45-78,NA,collected,N,NA,NA
U2740,isotope,SIS2461,BISSO45,80,BISSO45-80,NA,collected,N,NA,NA
U2741,isotope,SIS2462,BISSO45,81,BISSO45-81,NA,collected,N,NA,NA
U2742,isotope,SIS2492,BISSO45,83,BISSO45-83,NA,collected,N,NA,NA
U2743,isotope,SIS2493,BISSO45,85,BISSO45-85,NA,collected,N,NA,NA
U2744,isotope,SIS2494,BISSO45,87,BISSO45-87,NA,collected,N,NA,NA
U2745,isotope,SIS2495,BISSO45,89,BISSO45-89,NA,collected,N,NA,NA
U2746,isotope,SIS2496,BISSO45,92,BISSO45-92,NA,collected,N,NA,NA
U2747,isotope,SIS2497,BISSO45,94,BISSO45-94,NA,collected,N,NA,NA
U2748,isotope,SIS2498,BISSO45,96,BISSO45-96,NA,collected,N,NA,NA
U2749,isotope,SIS2499,BISSO45,98,BISSO45-98,NA,collected,N,NA,NA
U2750,isotope,SIS2500,BISSO45,100,BISSO45-100,NA,collected,N,NA,NA
U2751,isotope,SIS2518,BISSO46,1,BISSO46-1,NA,collected,N,NA,NA
U2752,isotope,SIS2519,BISSO46,3,BISSO46-3,NA,collected,N,NA,NA
U2753,isotope,SIS2520,BISSO46,5,BISSO46-5,NA,collected,N,NA,NA
U2754,isotope,SIS2521,BISSO46,7,BISSO46-7,NA,collected,N,NA,NA
U2755,isotope,SIS2522,BISSO46,9,BISSO46-9,NA,collected,N,NA,NA
U2756,isotope,SIS2523,BISSO46,12,BISSO46-12,NA,collected,N,NA,NA
U2757,isotope,SIS2524,BISSO46,14,BISSO46-14,NA,collected,N,NA,NA
U2758,isotope,SIS2525,BISSO46,16,BISSO46-16,NA,collected,N,NA,NA
U2759,isotope,SIS2526,BISSO46,18,BISSO46-18,NA,collected,N,NA,NA
U2760,isotope,SIS2531,BISSO46,20,BISSO46-20,NA,collected,N,NA,NA
U2761,isotope,SIS2532,BISSO46,21,BISSO46-21,NA,collected,N,NA,NA
U2762,isotope,SIS2533,BISSO46,23,BISSO46-23,NA,collected,N,NA,NA
U2763,isotope,SIS2534,BISSO46,25,BISSO46-25,NA,collected,N,NA,NA
U2764,isotope,SIS2535,BISSO46,27,BISSO46-27,NA,collected,N,NA,NA
U2765,isotope,SIS2536,BISSO46,29,BISSO46-29,NA,collected,N,NA,NA
U2766,isotope,SIS2537,BISSO46,32,BISSO46-32,NA,collected,N,NA,NA
U2767,isotope,SIS2538,BISSO46,34,BISSO46-34,NA,collected,N,NA,NA
U2768,isotope,SIS2539,BISSO46,36,BISSO46-36,NA,collected,N,NA,NA
U2769,isotope,SIS2561,BISSO46,38,BISSO46-38,NA,collected,N,NA,NA
U2770,isotope,SIS2562,BISSO46,40,BISSO46-40,NA,collected,N,NA,NA
U2771,isotope,SIS2563,BISSO46,41,BISSO46-41,NA,collected,N,NA,NA
U2772,isotope,SIS2564,BISSO46,43,BISSO46-43,NA,collected,N,NA,NA
U2773,isotope,SIS2565,BISSO46,45,BISSO46-45,NA,collected,N,NA,NA
U2774,isotope,SIS2566,BISSO46,47,BISSO46-47,NA,collected,N,NA,NA
U2775,isotope,SIS2567,BISSO46,49,BISSO46-49,NA,collected,N,NA,NA
U2776,isotope,SIS2568,BISSO46,52,BISSO46-52,NA,collected,N,NA,NA
U2777,isotope,SIS2569,BISSO46,54,BISSO46-54,NA,collected,N,NA,NA
U2778,isotope,SIS2570,BISSO46,56,BISSO46-56,NA,collected,N,NA,NA
U2779,isotope,SIS2583,BISSO46,58,BISSO46-58,NA,collected,N,NA,NA
U2780,isotope,SIS2584,BISSO46,60,BISSO46-60,NA,collected,N,NA,NA
U2781,isotope,SIS2585,BISSO46,61,BISSO46-61,NA,collected,N,NA,NA
U2782,isotope,SIS2586,BISSO46,63,BISSO46-63,NA,collected,N,NA,NA
U2783,isotope,SIS2587,BISSO46,65,BISSO46-65,NA,collected,N,NA,NA
U2784,isotope,SIS2588,BISSO46,67,BISSO46-67,NA,collected,N,NA,NA
U2785,isotope,SIS2589,BISSO46,69,BISSO46-69,NA,collected,N,NA,NA
U2786,isotope,SIS2590,BISSO46,72,BISSO46-72,NA,collected,N,NA,NA
U2787,isotope,SIS2591,BISSO46,74,BISSO46-74,NA,collected,N,NA,NA
U2788,isotope,SIS2592,BISSO46,76,BISSO46-76,NA,collected,N,NA,NA
U2789,isotope,SIS2619,BISCU3,1,BISCU3-1,NA,collected,N,NA,NA
U2790,isotope,SIS2620,BISCU3,3,BISCU3-3,NA,collected,N,NA,NA
U2791,isotope,SIS2621,BISCU3,5,BISCU3-5,NA,collected,N,NA,NA
U2792,isotope,SIS2622,BISCU3,7,BISCU3-7,NA,collected,N,NA,NA
U2793,isotope,SIS2623,BISCU3,9,BISCU3-9,NA,collected,N,NA,NA
U2794,isotope,SIS2624,BISCU3,12,BISCU3-12,NA,collected,N,NA,NA
U2795,isotope,SIS2625,BISCU3,14,BISCU3-14,NA,collected,N,NA,NA
U2796,isotope,SIS2626,BISCU3,16,BISCU3-16,NA,collected,N,NA,NA
U2797,isotope,SIS2610,BISCU3,18,BISCU3-18,NA,collected,N,NA,NA
U2798,isotope,SIS2627,BISCU3,20,BISCU3-20,NA,collected,N,NA,NA
U2799,isotope,SIS2628,BISCU3,21,BISCU3-21,NA,collected,N,NA,NA
U2800,isotope,SIS2629,BISCU3,23,BISCU3-23,NA,collected,N,NA,NA
U2801,isotope,SIS2540,BISSO44,91,BISSO44-91,NA,collected,N,NA,NA
U2802,isotope,SIS2541,BISSO44,93,BISSO44-93,NA,collected,N,NA,NA
U2803,isotope,SIS2542,BISSO44,95,BISSO44-95,NA,collected,N,NA,NA
U2804,isotope,SIS2543,BISSO44,97,BISSO44-97,NA,collected,N,NA,NA
U2805,isotope,SIS2544,BISSO44,99,BISSO44-99,NA,collected,N,NA,NA
U2806,isotope,SIS2545,BISSO47B,100,BISSO47B-100,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2807,isotope,SIS2546,BISSO47B,98,BISSO47B-98,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2808,isotope,SIS2547,BISSO47B,96,BISSO47B-96,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2809,isotope,SIS2548,BISSO47B,94,BISSO47B-94,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2810,isotope,SIS2549,BISSO47B,92,BISSO47B-92,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2811,isotope,SIS2550,BISSO47B,89,BISSO47B-89,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2812,isotope,SIS2571,BISSO47B,87,BISSO47B-87,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2813,isotope,SIS2572,BISSO47B,85,BISSO47B-85,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2814,isotope,SIS2573,BISSO47B,83,BISSO47B-83,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2815,isotope,SIS2574,BISSO47B,81,BISSO47B-81,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2816,isotope,SIS2575,BISSO47B,80,BISSO47B-80,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2817,isotope,SIS2576,BISSO47B,78,BISSO47B-78,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2818,isotope,SIS2593,BISSO47B,76,BISSO47B-76,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2819,isotope,SIS2594,BISSO47B,74,BISSO47B-74,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2820,isotope,SIS2595,BISSO47B,72,BISSO47B-72,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2821,isotope,SIS2596,BISSO47B,69,BISSO47B-69,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2822,isotope,SIS2597,BISSO47B,67,BISSO47B-67,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2823,isotope,SIS2598,BISSO47B,65,BISSO47B-65,NA,collected,N,NA,Two SO47s existed; relabeled second box to SO47B (2018-02-02 JG)
U2824,isotope,SIS2605,BISCU2,14,BISCU2-14,NA,collected,N,NA,NA
U2825,isotope,SIS2611,BISCU2,16,BISCU2-16,NA,collected,N,NA,NA
U2826,isotope,SIS2612,BISCU2,18,BISCU2-18,NA,collected,N,NA,NA
U2827,isotope,SIS2630,BISCU2,27,BISCU2-27,NA,collected,N,NA,NA
U2828,isotope,SIS2631,BISCU2,29,BISCU2-29,NA,collected,N,NA,NA
U2829,isotope,SIS2632,BISCU2,32,BISCU2-32,NA,collected,N,NA,NA
U2830,isotope,SIS2633,BISCU2,34,BISCU2-34,NA,collected,N,NA,NA
U2831,isotope,SIS2634,BISCU2,36,BISCU2-36,NA,collected,N,NA,NA
U2832,isotope,SIS2645,BISCU2,38,BISCU2-38,NA,collected,N,NA,NA
U2833,isotope,SIS2646,BISCU2,40,BISCU2-40,NA,collected,N,NA,NA
U2834,isotope,SIS2665,BISPI2,1,BISPI2-1,NA,collected,N,NA,NA
U2835,isotope,SIS2666,BISPI2,3,BISPI2-3,NA,collected,N,NA,NA
U2836,isotope,SIS2667,BISPI2,5,BISPI2-5,NA,collected,N,NA,NA
U2837,isotope,SIS2668,BISPI2,7,BISPI2-7,NA,collected,N,NA,NA
U2838,isotope,SIS2669,BISPI2,9,BISPI2-9,NA,collected,N,NA,NA
U2839,isotope,SIS2670,BISPI2,12,BISPI2-12,NA,collected,N,NA,NA
U2840,isotope,SIS2671,BISPI2,14,BISPI2-14,NA,collected,N,NA,NA
U2841,isotope,SIS2672,BISPI2,16,BISPI2-16,NA,collected,N,NA,NA
U2842,isotope,SIS2700,BISPI2,18,BISPI2-18,NA,collected,N,NA,NA
U2843,isotope,SIS2701,BISPI2,20,BISPI2-20,NA,collected,N,NA,NA
U2844,isotope,SIS2702,BISPI2,21,BISPI2-21,NA,collected,N,NA,NA
U2845,isotope,SIS2703,BISPI2,23,BISPI2-23,NA,collected,N,NA,NA
U2846,isotope,SIS2704,BISPI2,25,BISPI2-25,NA,collected,N,NA,NA
U2847,isotope,SIS2729,BISPI2,27,BISPI2-27,NA,collected,N,NA,NA
U2848,isotope,SIS2730,BISPI2,29,BISPI2-29,NA,collected,N,NA,NA
U2849,isotope,SIS2731,BISPI2,32,BISPI2-32,NA,collected,N,NA,NA
U2850,isotope,SIS2732,BISPI2,34,BISPI2-34,NA,collected,N,NA,NA
U2851,isotope,SIS2733,BISPI2,36,BISPI2-36,NA,collected,N,NA,NA
U2852,isotope,SIS2734,BISPI2,38,BISPI2-38,NA,collected,N,NA,NA
U2853,isotope,SIS2738,BISPI2,40,BISPI2-40,NA,collected,N,NA,NA
U2854,isotope,SIS2739,BISPI2,41,BISPI2-41,NA,collected,N,NA,NA
U2855,isotope,SIS2740,BISPI2,43,BISPI2-43,NA,collected,N,NA,NA
U2856,isotope,SIS2764,BISPI2,45,BISPI2-45,NA,collected,N,NA,NA
U2857,isotope,SIS2765,BISPI2,47,BISPI2-47,NA,collected,N,NA,NA
U2858,isotope,SIS2766,BISPI2,49,BISPI2-49,NA,collected,N,NA,NA
U2859,isotope,SIS2767,BISPI2,52,BISPI2-52,NA,collected,N,NA,NA
U2860,isotope,SIS2768,BISPI2,54,BISPI2-54,NA,collected,N,NA,NA
U2861,isotope,SIS2769,BISPI2,56,BISPI2-56,NA,collected,N,NA,NA
U2862,isotope,SIS2770,BISPI3,1,BISPI3-1,NA,collected,N,NA,NA
U2863,isotope,SIS2771,BISPI3,3,BISPI3-3,NA,collected,N,NA,NA
U2864,isotope,SIS2772,BISPI3,5,BISPI3-5,NA,collected,N,NA,NA
U2865,isotope,SIS2773,BISPI3,7,BISPI3-7,NA,collected,N,NA,NA
U2866,isotope,SIS2774,BISPI3,9,BISPI3-9,NA,collected,N,NA,NA
U2867,isotope,SIS2784,BISPI3,12,BISPI3-12,NA,collected,N,NA,NA
U2868,isotope,SIS2785,BISPI3,14,BISPI3-14,NA,collected,N,NA,NA
U2869,isotope,SIS2786,BISPI3,16,BISPI3-16,NA,collected,N,NA,NA
U2870,isotope,SIS2787,BISPI3,18,BISPI3-18,NA,collected,N,NA,NA
U2871,isotope,SIS2788,BISPI3,20,BISPI3-20,NA,collected,N,NA,NA
U2872,isotope,SIS2789,BISPI3,21,BISPI3-21,NA,collected,N,NA,NA
U2873,isotope,SIS2790,BISPI3,23,BISPI3-23,NA,collected,N,NA,NA
U2874,isotope,SIS2791,BISPI3,25,BISPI3-25,NA,collected,N,NA,NA
U2875,isotope,SIS2792,BISPI3,27,BISPI3-27,NA,collected,N,NA,NA
U2876,isotope,SIS2793,BISPI3,29,BISPI3-29,NA,collected,N,NA,NA
U2877,isotope,SIS2794,BISPI3,32,BISPI3-32,NA,collected,N,NA,NA
U2878,isotope,SIS2795,BISPI3,34,BISPI3-34,NA,collected,N,NA,NA
U2879,isotope,SIS2805,BISPI3,36,BISPI3-36,NA,collected,N,NA,NA
U2880,isotope,SIS2806,BISPI3,38,BISPI3-38,NA,collected,N,NA,NA
U2881,isotope,SIS2807,BISPI3,40,BISPI3-40,NA,collected,N,NA,NA
U2882,isotope,SIS2808,BISPI3,41,BISPI3-41,NA,collected,N,NA,NA
U2883,isotope,SIS2809,BISPI3,43,BISPI3-43,NA,collected,N,NA,NA
U2884,isotope,SIS2810,BISPI3,45,BISPI3-45,NA,collected,N,NA,NA
U2885,isotope,SIS2826,BISPI3,47,BISPI3-47,NA,collected,N,NA,NA
U2886,isotope,SIS2827,BISPI3,49,BISPI3-49,NA,collected,N,NA,NA
U2887,isotope,SIS2828,BISPI3,52,BISPI3-52,NA,collected,N,NA,NA
U2888,isotope,SIS2829,BISPI3,54,BISPI3-54,NA,collected,N,NA,NA
U2889,isotope,SIS2830,BISPI3,56,BISPI3-56,NA,collected,N,NA,NA
U2890,isotope,SIS2831,BISPI3,58,BISPI3-58,NA,collected,N,NA,NA
